bank_id,quarter,is_treated,is_post,did_interaction,bank_size,capital_ratio,liquidity_ratio
BANK_01,2018-03-31,1,0,0,10.847463733430462,0.1217617878004984,0.16710109240363955
BANK_01,2018-06-30,1,0,0,10.847463733430462,0.1142036702053619,0.16092478871551097
BANK_01,2018-09-30,1,0,0,10.847463733430462,0.13940323100625582,0.16230953722945132
BANK_01,2018-12-31,1,0,0,10.847463733430462,0.08840504091419145,0.1519106310860964
BANK_01,2019-03-31,1,0,0,10.847463733430462,0.12444611706525227,0.17057423508862377
BANK_01,2019-06-30,1,0,0,10.847463733430462,0.12182094445971609,0.16051360859479635
BANK_01,2019-09-30,1,0,0,10.847463733430462,0.09761551065586961,0.15040991903573223
BANK_01,2019-12-31,1,0,0,10.847463733430462,0.12856166932871083,0.17382004604171944
BANK_01,2020-03-31,1,0,0,10.847463733430462,0.1347944331533883,0.16304449119870854
BANK_01,2020-06-30,1,0,0,10.847463733430462,0.11068054393165627,0.16257207490980108
BANK_01,2020-09-30,1,0,0,10.847463733430462,0.11899783584666593,0.17437356328333528
BANK_01,2020-12-31,1,0,0,10.847463733430462,0.12211801263546221,0.16007306372740632
BANK_01,2021-03-31,1,0,0,10.847463733430462,0.10027970941109215,0.16232296158176404
BANK_01,2021-06-30,1,0,0,10.847463733430462,0.10253497715839664,0.16176180922052322
BANK_01,2021-09-30,1,0,0,10.847463733430462,0.08215653642780453,0.16165022798109338
BANK_01,2021-12-31,1,0,0,10.847463733430462,0.10793588108794762,0.15144071082170632
BANK_01,2022-03-31,1,0,0,10.847463733430462,0.11544999563414066,0.14211503495019503
BANK_01,2022-06-30,1,1,1,10.847463733430462,0.08183001499634297,0.13357304541936635
BANK_01,2022-09-30,1,1,1,10.847463733430462,0.11133459560328826,0.12106879726370777
BANK_01,2022-12-31,1,1,1,10.847463733430462,0.12619961318591666,0.12665182752605267
BANK_01,2023-03-31,1,1,1,10.847463733430462,0.08512084789962608,0.13549576345062667
BANK_01,2023-06-30,1,1,1,10.847463733430462,0.08310090327011646,0.11729128193123961
BANK_01,2023-09-30,1,1,1,10.847463733430462,0.1182457940898924,0.15389035957392463
BANK_01,2023-12-31,1,1,1,10.847463733430462,0.12356548002335971,0.14843413758320534
BANK_01,2024-03-31,1,1,1,10.847463733430462,0.09937738837647477,0.13015143278259864
BANK_01,2024-06-30,1,1,1,10.847463733430462,0.12771117168612223,0.1344207401686673
BANK_01,2024-09-30,1,1,1,10.847463733430462,0.08470738288053596,0.12555501255780818
BANK_01,2024-12-31,1,1,1,10.847463733430462,0.08152104460492746,0.11330867640909469
BANK_01,2025-03-31,1,1,1,10.847463733430462,0.09039765920425075,0.12228180922243245
BANK_01,2025-06-30,1,1,1,10.847463733430462,0.08938622256026517,0.14661301730608156
BANK_01,2025-09-30,1,1,1,10.847463733430462,0.12287575536200375,0.1331776703243712
BANK_01,2025-12-31,1,1,1,10.847463733430462,0.11961184260306389,0.11387772692825476
BANK_02,2018-03-31,1,0,0,11.399669484729714,0.1051760037456674,0.19122156197012632
BANK_02,2018-06-30,1,0,0,11.399669484729714,0.09486385937006946,0.18032465260551145
BANK_02,2018-09-30,1,0,0,11.399669484729714,0.08086360931778536,0.1826691114918662
BANK_02,2018-12-31,1,0,0,11.399669484729714,0.08696435843041497,0.16292330534381216
BANK_02,2019-03-31,1,0,0,11.399669484729714,0.10845042974523952,0.17443819428146226
BANK_02,2019-06-30,1,0,0,11.399669484729714,0.08587004963906009,0.17774634053429336
BANK_02,2019-09-30,1,0,0,11.399669484729714,0.09039211219460092,0.13758732659930925
BANK_02,2019-12-31,1,0,0,11.399669484729714,0.1060310989542784,0.15975612358665708
BANK_02,2020-03-31,1,0,0,11.399669484729714,0.11810561905205863,0.18632411303931634
BANK_02,2020-06-30,1,0,0,11.399669484729714,0.08271824058632267,0.15569858622039365
BANK_02,2020-09-30,1,0,0,11.399669484729714,0.11018817551480527,0.18441273289066115
BANK_02,2020-12-31,1,0,0,11.399669484729714,0.13138939047129936,0.15564137848820558
BANK_02,2021-03-31,1,0,0,11.399669484729714,0.08423412484402579,0.16018491348952046
BANK_02,2021-06-30,1,0,0,11.399669484729714,0.11854515669237894,0.17462103474263269
BANK_02,2021-09-30,1,0,0,11.399669484729714,0.13641381448549747,0.17069802084990018
BANK_02,2021-12-31,1,0,0,11.399669484729714,0.11452845067255274,0.16614686403138237
BANK_02,2022-03-31,1,0,0,11.399669484729714,0.107495173429491,0.1858601681614535
BANK_02,2022-06-30,1,1,1,11.399669484729714,0.1127370073589561,0.1276218450117315
BANK_02,2022-09-30,1,1,1,11.399669484729714,0.13767143382943486,0.13848214904964415
BANK_02,2022-12-31,1,1,1,11.399669484729714,0.13432103851736382,0.14588317206484575
BANK_02,2023-03-31,1,1,1,11.399669484729714,0.08427131890761375,0.14280991867735032
BANK_02,2023-06-30,1,1,1,11.399669484729714,0.09913853781762569,0.13377300480179405
BANK_02,2023-09-30,1,1,1,11.399669484729714,0.08708988965729939,0.13410635243055788
BANK_02,2023-12-31,1,1,1,11.399669484729714,0.12180422992184906,0.14849602097021022
BANK_02,2024-03-31,1,1,1,11.399669484729714,0.12410426262823315,0.1489959987543325
BANK_02,2024-06-30,1,1,1,11.399669484729714,0.12820885582309094,0.14307299520876607
BANK_02,2024-09-30,1,1,1,11.399669484729714,0.1250368850984515,0.13171004989077925
BANK_02,2024-12-31,1,1,1,11.399669484729714,0.12841008435603585,0.1343981895980303
BANK_02,2025-03-31,1,1,1,11.399669484729714,0.10232108514756699,0.1397909840603585
BANK_02,2025-06-30,1,1,1,11.399669484729714,0.1265847776445198,0.1411732738330878
BANK_02,2025-09-30,1,1,1,11.399669484729714,0.13150476511058073,0.14547097381170038
BANK_02,2025-12-31,1,1,1,11.399669484729714,0.1057396416425011,0.13797807347566104
BANK_03,2018-03-31,1,0,0,13.754355338957486,0.134153174400774,0.17592084647228703
BANK_03,2018-06-30,1,0,0,13.754355338957486,0.11031514234687144,0.18261623055972465
BANK_03,2018-09-30,1,0,0,13.754355338957486,0.13373139370977205,0.1747681190641289
BANK_03,2018-12-31,1,0,0,13.754355338957486,0.1033521007240498,0.18949142987780998
BANK_03,2019-03-31,1,0,0,13.754355338957486,0.1370037180230483,0.17728959537711456
BANK_03,2019-06-30,1,0,0,13.754355338957486,0.13703642881625339,0.17386905317091622
BANK_03,2019-09-30,1,0,0,13.754355338957486,0.1069067313186992,0.19912317639839971
BANK_03,2019-12-31,1,0,0,13.754355338957486,0.09759264630188388,0.19065227082546918
BANK_03,2020-03-31,1,0,0,13.754355338957486,0.1251424717662608,0.19204922921778572
BANK_03,2020-06-30,1,0,0,13.754355338957486,0.12749474262355093,0.16803339530786476
BANK_03,2020-09-30,1,0,0,13.754355338957486,0.11297173293942414,0.17300853421908083
BANK_03,2020-12-31,1,0,0,13.754355338957486,0.10649183008240262,0.17991182953754192
BANK_03,2021-03-31,1,0,0,13.754355338957486,0.08702402098565636,0.17690907490803076
BANK_03,2021-06-30,1,0,0,13.754355338957486,0.08857950092317016,0.18803813051376259
BANK_03,2021-09-30,1,0,0,13.754355338957486,0.08606736056736741,0.18613841341475423
BANK_03,2021-12-31,1,0,0,13.754355338957486,0.08504640836689985,0.19357880788099988
BANK_03,2022-03-31,1,0,0,13.754355338957486,0.12931160355742138,0.1756669659309744
BANK_03,2022-06-30,1,1,1,13.754355338957486,0.12237453362938978,0.15203822727527466
BANK_03,2022-09-30,1,1,1,13.754355338957486,0.13683491464303155,0.16154354338408924
BANK_03,2022-12-31,1,1,1,13.754355338957486,0.13916006382937227,0.14522618269424678
BANK_03,2023-03-31,1,1,1,13.754355338957486,0.08501004300192012,0.14335772556695578
BANK_03,2023-06-30,1,1,1,13.754355338957486,0.1266288149556462,0.1636011136624817
BANK_03,2023-09-30,1,1,1,13.754355338957486,0.13438126310568416,0.12962924065027862
BANK_03,2023-12-31,1,1,1,13.754355338957486,0.08667184893836909,0.1657003228054267
BANK_03,2024-03-31,1,1,1,13.754355338957486,0.10811963851964758,0.14697675757923692
BANK_03,2024-06-30,1,1,1,13.754355338957486,0.08337819654091025,0.14995437171009704
BANK_03,2024-09-30,1,1,1,13.754355338957486,0.11500212590582959,0.16271138225980913
BANK_03,2024-12-31,1,1,1,13.754355338957486,0.13773035290847252,0.1577086310146404
BANK_03,2025-03-31,1,1,1,13.754355338957486,0.13211594769136764,0.13554390027527918
BANK_03,2025-06-30,1,1,1,13.754355338957486,0.09341575031116717,0.1415586308648226
BANK_03,2025-09-30,1,1,1,13.754355338957486,0.13957788776715804,0.1506965266451888
BANK_03,2025-12-31,1,1,1,13.754355338957486,0.08442779388412393,0.15983504306358465
BANK_04,2018-03-31,1,0,0,12.769271422006604,0.11776391828811576,0.19024510174258943
BANK_04,2018-06-30,1,0,0,12.769271422006604,0.12174492133907705,0.1949799829124545
BANK_04,2018-09-30,1,0,0,12.769271422006604,0.11505885871538601,0.21153182457511557
BANK_04,2018-12-31,1,0,0,12.769271422006604,0.13406948062945934,0.1823265243711195
BANK_04,2019-03-31,1,0,0,12.769271422006604,0.09664287097886796,0.21189802933217672
BANK_04,2019-06-30,1,0,0,12.769271422006604,0.09128726958342569,0.18191701714644848
BANK_04,2019-09-30,1,0,0,12.769271422006604,0.11501936671105234,0.16876104275690193
BANK_04,2019-12-31,1,0,0,12.769271422006604,0.08466407821789909,0.1847424497831924
BANK_04,2020-03-31,1,0,0,12.769271422006604,0.09857165697717968,0.19341755975777158
BANK_04,2020-06-30,1,0,0,12.769271422006604,0.12882770118241693,0.20876170839215885
BANK_04,2020-09-30,1,0,0,12.769271422006604,0.13465563106963058,0.18101585328651643
BANK_04,2020-12-31,1,0,0,12.769271422006604,0.12935223457539013,0.19491919171506505
BANK_04,2021-03-31,1,0,0,12.769271422006604,0.1359637090012408,0.17679766792979357
BANK_04,2021-06-30,1,0,0,12.769271422006604,0.1319638333700245,0.20831458765854355
BANK_04,2021-09-30,1,0,0,12.769271422006604,0.13923656775889667,0.20179440120721287
BANK_04,2021-12-31,1,0,0,12.769271422006604,0.0890250134662117,0.18530824347895294
BANK_04,2022-03-31,1,0,0,12.769271422006604,0.1381948638688762,0.17286865470909124
BANK_04,2022-06-30,1,1,1,12.769271422006604,0.13052713538814253,0.17353872374165413
BANK_04,2022-09-30,1,1,1,12.769271422006604,0.10488917014025992,0.15885460154747383
BANK_04,2022-12-31,1,1,1,12.769271422006604,0.09640442431584238,0.1723781631197346
BANK_04,2023-03-31,1,1,1,12.769271422006604,0.12613924491083064,0.16005243699718183
BANK_04,2023-06-30,1,1,1,12.769271422006604,0.13668594379294569,0.16046980593764743
BANK_04,2023-09-30,1,1,1,12.769271422006604,0.10703264811860562,0.15549934528520756
BANK_04,2023-12-31,1,1,1,12.769271422006604,0.08774956490908971,0.166228499323475
BANK_04,2024-03-31,1,1,1,12.769271422006604,0.09371856833020777,0.16120295631711898
BANK_04,2024-06-30,1,1,1,12.769271422006604,0.12030204106435141,0.1651443883405875
BANK_04,2024-09-30,1,1,1,12.769271422006604,0.08681345553197775,0.14465885829264377
BANK_04,2024-12-31,1,1,1,12.769271422006604,0.12029439173556798,0.1727767682189851
BANK_04,2025-03-31,1,1,1,12.769271422006604,0.11120981006671961,0.17551151975522522
BANK_04,2025-06-30,1,1,1,12.769271422006604,0.13113089001911243,0.1611567463429286
BANK_04,2025-09-30,1,1,1,12.769271422006604,0.1325992161595007,0.18060747924881987
BANK_04,2025-12-31,1,1,1,12.769271422006604,0.10420897197274383,0.17755340842443204
BANK_05,2018-03-31,1,0,0,10.670076142253203,0.09277784969053465,0.16489045173884478
BANK_05,2018-06-30,1,0,0,10.670076142253203,0.08818228853520618,0.15877825168480114
BANK_05,2018-09-30,1,0,0,10.670076142253203,0.10624849532142375,0.13269126896234432
BANK_05,2018-12-31,1,0,0,10.670076142253203,0.13424952166962492,0.1644433879198181
BANK_05,2019-03-31,1,0,0,10.670076142253203,0.1270191807644686,0.15200134419173422
BANK_05,2019-06-30,1,0,0,10.670076142253203,0.10379256693927622,0.12829134171869588
BANK_05,2019-09-30,1,0,0,10.670076142253203,0.13697123741945855,0.15981547376730082
BANK_05,2019-12-31,1,0,0,10.670076142253203,0.08882440885574228,0.1533070055706393
BANK_05,2020-03-31,1,0,0,10.670076142253203,0.0954946632979375,0.14985281741365064
BANK_05,2020-06-30,1,0,0,10.670076142253203,0.10754814537429569,0.15796405429696325
BANK_05,2020-09-30,1,0,0,10.670076142253203,0.0997250966172505,0.14993800860326126
BANK_05,2020-12-31,1,0,0,10.670076142253203,0.11800405125900355,0.15403119327085577
BANK_05,2021-03-31,1,0,0,10.670076142253203,0.08773278331463896,0.14877088693448545
BANK_05,2021-06-30,1,0,0,10.670076142253203,0.08768275033746635,0.14924696345244876
BANK_05,2021-09-30,1,0,0,10.670076142253203,0.10074003699943179,0.13898748095152888
BANK_05,2021-12-31,1,0,0,10.670076142253203,0.13380730459436072,0.15487673274923294
BANK_05,2022-03-31,1,0,0,10.670076142253203,0.0903391922720978,0.17055092608621472
BANK_05,2022-06-30,1,1,1,10.670076142253203,0.09153734112852024,0.1168063999246634
